listing_id,entire_home_or_apt,year-month,season,percentage_of_nights_available
14502584,True,2024-01,Winter-24,1.0
14502584,True,2024-02,Winter-24,1.0
14502584,True,2024-03,Spring-24,1.0
14505032,True,2023-03,Spring-23,0.0
14505032,True,2023-04,Spring-23,0.433
14505032,True,2023-05,Spring-23,0.355
14505032,True,2023-06,Summer-23,0.433
14505032,True,2023-07,Summer-23,0.0
14505032,True,2023-08,Summer-23,0.0
14505032,True,2023-09,Fall-23,0.0
14505032,True,2023-10,Fall-23,0.0
14505032,True,2023-11,Fall-23,0.0
14505032,True,2023-12,Winter-23,0.0
14505032,True,2024-01,Winter-24,0.0
14505032,True,2024-02,Winter-24,0.0
14505032,True,2024-03,Spring-24,0.0
14535161,True,2023-03,Spring-23,0.444
14535161,True,2023-04,Spring-23,0.8
14535161,True,2023-05,Spring-23,0.935
14535161,True,2023-06,Summer-23,0.667
14535161,True,2023-07,Summer-23,0.0
14535161,True,2023-08,Summer-23,0.0
14535161,True,2023-09,Fall-23,0.0
14535161,True,2023-10,Fall-23,0.0
14535161,True,2023-11,Fall-23,0.0
14535161,True,2023-12,Winter-23,0.0
14535161,True,2024-01,Winter-24,0.0
14535161,True,2024-02,Winter-24,0.0
14535161,True,2024-03,Spring-24,0.0
14592068,True,2023-03,Spring-23,0.0
14592068,True,2023-04,Spring-23,0.433
14592068,True,2023-05,Spring-23,0.129
14592068,True,2023-06,Summer-23,0.333
14592068,True,2023-07,Summer-23,0.323
14592068,True,2023-08,Summer-23,0.516
14592068,True,2023-09,Fall-23,0.933
14592068,True,2023-10,Fall-23,1.0
14592068,True,2023-11,Fall-23,1.0
14592068,True,2023-12,Winter-23,0.548
14592068,True,2024-01,Winter-24,0.0
14592068,True,2024-02,Winter-24,0.0
14592068,True,2024-03,Spring-24,0.0
14632018,True,2023-03,Spring-23,0.0
14632018,True,2023-04,Spring-23,0.833
14632018,True,2023-05,Spring-23,1.0
14632018,True,2023-06,Summer-23,0.867
14632018,True,2023-07,Summer-23,0.742
14632018,True,2023-08,Summer-23,1.0
14632018,True,2023-09,Fall-23,1.0
14632018,True,2023-10,Fall-23,1.0
14632018,True,2023-11,Fall-23,1.0
14632018,True,2023-12,Winter-23,0.548
14632018,True,2024-01,Winter-24,0.0
14632018,True,2024-02,Winter-24,0.0
14632018,True,2024-03,Spring-24,0.0
14654125,True,2023-03,Spring-23,1.0
14654125,True,2023-04,Spring-23,0.767
14654125,True,2023-05,Spring-23,0.548
14654125,True,2023-06,Summer-23,0.567
14654125,True,2023-07,Summer-23,0.452
14654125,True,2023-08,Summer-23,0.71
14654125,True,2023-09,Fall-23,1.0
14654125,True,2023-10,Fall-23,0.677
14654125,True,2023-11,Fall-23,1.0
14654125,True,2023-12,Winter-23,1.0
14654125,True,2024-01,Winter-24,1.0
14654125,True,2024-02,Winter-24,1.0
14654125,True,2024-03,Spring-24,1.0
14686967,True,2023-03,Spring-23,0.0
14686967,True,2023-04,Spring-23,0.967
14686967,True,2023-05,Spring-23,1.0
14686967,True,2023-06,Summer-23,0.467
14686967,True,2023-07,Summer-23,0.0
14686967,True,2023-08,Summer-23,0.0
14686967,True,2023-09,Fall-23,0.0
14686967,True,2023-10,Fall-23,0.0
14686967,True,2023-11,Fall-23,0.0
14686967,True,2023-12,Winter-23,0.0
14686967,True,2024-01,Winter-24,0.0
14686967,True,2024-02,Winter-24,0.0
14686967,True,2024-03,Spring-24,0.0
14713902,True,2023-03,Spring-23,0.0
14713902,True,2023-04,Spring-23,0.0
14713902,True,2023-05,Spring-23,0.0
14713902,True,2023-06,Summer-23,0.0
14713902,True,2023-07,Summer-23,0.065
14713902,True,2023-08,Summer-23,1.0
14713902,True,2023-09,Fall-23,0.6
14713902,True,2023-10,Fall-23,0.0
14713902,True,2023-11,Fall-23,0.0
14713902,True,2023-12,Winter-23,0.0
14713902,True,2024-01,Winter-24,0.0
14713902,True,2024-02,Winter-24,0.0
14713902,True,2024-03,Spring-24,0.0
14731137,False,2023-03,Spring-23,0.0
14731137,False,2023-04,Spring-23,1.0
14731137,False,2023-05,Spring-23,1.0
14731137,False,2023-06,Summer-23,1.0
14731137,False,2023-07,Summer-23,1.0
14731137,False,2023-08,Summer-23,1.0
14731137,False,2023-09,Fall-23,1.0
14731137,False,2023-10,Fall-23,1.0
14731137,False,2023-11,Fall-23,1.0
14731137,False,2023-12,Winter-23,0.548
14731137,False,2024-01,Winter-24,0.0
14731137,False,2024-02,Winter-24,0.0
14731137,False,2024-03,Spring-24,0.0
14760381,True,2023-03,Spring-23,0.333
14760381,True,2023-04,Spring-23,0.733
14760381,True,2023-05,Spring-23,0.742
14760381,True,2023-06,Summer-23,0.667
14760381,True,2023-07,Summer-23,0.0
14760381,True,2023-08,Summer-23,0.0
14760381,True,2023-09,Fall-23,0.0
14760381,True,2023-10,Fall-23,0.0
14760381,True,2023-11,Fall-23,0.0
14760381,True,2023-12,Winter-23,0.0
14760381,True,2024-01,Winter-24,0.0
14760381,True,2024-02,Winter-24,0.0
14760381,True,2024-03,Spring-24,0.0
14772665,True,2023-03,Spring-23,0.111
14772665,True,2023-04,Spring-23,0.833
14772665,True,2023-05,Spring-23,0.774
14772665,True,2023-06,Summer-23,0.933
14772665,True,2023-07,Summer-23,0.968
14772665,True,2023-08,Summer-23,1.0
14772665,True,2023-09,Fall-23,0.6
14772665,True,2023-10,Fall-23,0.0
14772665,True,2023-11,Fall-23,0.0
14772665,True,2023-12,Winter-23,0.0
14772665,True,2024-01,Winter-24,0.0
14772665,True,2024-02,Winter-24,0.0
14772665,True,2024-03,Spring-24,0.0
14780717,True,2023-03,Spring-23,0.0
14780717,True,2023-04,Spring-23,0.6
14780717,True,2023-05,Spring-23,0.419
14780717,True,2023-06,Summer-23,0.767
14780717,True,2023-07,Summer-23,0.194
14780717,True,2023-08,Summer-23,0.71
14780717,True,2023-09,Fall-23,1.0
14780717,True,2023-10,Fall-23,1.0
14780717,True,2023-11,Fall-23,1.0
14780717,True,2023-12,Winter-23,0.548
14780717,True,2024-01,Winter-24,0.0
14780717,True,2024-02,Winter-24,0.0
14780717,True,2024-03,Spring-24,0.0
14782685,True,2023-03,Spring-23,0.0
14782685,True,2023-04,Spring-23,0.0
14782685,True,2023-05,Spring-23,0.0
14782685,True,2023-06,Summer-23,0.767
14782685,True,2023-07,Summer-23,1.0
14782685,True,2023-08,Summer-23,1.0
14782685,True,2023-09,Fall-23,1.0
14782685,True,2023-10,Fall-23,1.0
14782685,True,2023-11,Fall-23,1.0
14782685,True,2023-12,Winter-23,1.0
14782685,True,2024-01,Winter-24,1.0
14782685,True,2024-02,Winter-24,1.0
14782685,True,2024-03,Spring-24,1.0
14784937,False,2023-03,Spring-23,0.667
14784937,False,2023-04,Spring-23,0.5
14784937,False,2023-05,Spring-23,0.806
14784937,False,2023-06,Summer-23,0.733
14784937,False,2023-07,Summer-23,0.677
14784937,False,2023-08,Summer-23,0.839
14784937,False,2023-09,Fall-23,0.733
14784937,False,2023-10,Fall-23,0.871
14784937,False,2023-11,Fall-23,0.133
14784937,False,2023-12,Winter-23,0.0
14784937,False,2024-01,Winter-24,1.0
14784937,False,2024-02,Winter-24,1.0
14784937,False,2024-03,Spring-24,1.0
14785325,True,2023-03,Spring-23,0.0
14785325,True,2023-04,Spring-23,0.7
14785325,True,2023-05,Spring-23,0.548
14785325,True,2023-06,Summer-23,1.0
14785325,True,2023-07,Summer-23,1.0
14785325,True,2023-08,Summer-23,1.0
14785325,True,2023-09,Fall-23,1.0
14785325,True,2023-10,Fall-23,1.0
14785325,True,2023-11,Fall-23,1.0
14785325,True,2023-12,Winter-23,0.548
14785325,True,2024-01,Winter-24,0.0
14785325,True,2024-02,Winter-24,0.0
14785325,True,2024-03,Spring-24,0.0
14789940,True,2023-03,Spring-23,0.0
14789940,True,2023-04,Spring-23,0.0
14789940,True,2023-05,Spring-23,0.0
14789940,True,2023-06,Summer-23,0.0
14789940,True,2023-07,Summer-23,0.0
14789940,True,2023-08,Summer-23,0.0
14789940,True,2023-09,Fall-23,0.0
14789940,True,2023-10,Fall-23,0.0
14789940,True,2023-11,Fall-23,0.0
14789940,True,2023-12,Winter-23,0.0
14789940,True,2024-01,Winter-24,0.0
14789940,True,2024-02,Winter-24,0.0
14789940,True,2024-03,Spring-24,0.0
14799359,True,2023-03,Spring-23,0.0
14799359,True,2023-04,Spring-23,0.8
14799359,True,2023-05,Spring-23,0.806
14799359,True,2023-06,Summer-23,1.0
14799359,True,2023-07,Summer-23,1.0
14799359,True,2023-08,Summer-23,1.0
14799359,True,2023-09,Fall-23,1.0
14799359,True,2023-10,Fall-23,1.0
14799359,True,2023-11,Fall-23,1.0
14799359,True,2023-12,Winter-23,1.0
14799359,True,2024-01,Winter-24,1.0
14799359,True,2024-02,Winter-24,1.0
14799359,True,2024-03,Spring-24,1.0
14803761,True,2023-03,Spring-23,0.0
14803761,True,2023-04,Spring-23,0.0
14803761,True,2023-05,Spring-23,0.0
14803761,True,2023-06,Summer-23,0.0
14803761,True,2023-07,Summer-23,0.0
14803761,True,2023-08,Summer-23,0.0
14803761,True,2023-09,Fall-23,0.0
14803761,True,2023-10,Fall-23,0.0
14803761,True,2023-11,Fall-23,0.0
14803761,True,2023-12,Winter-23,0.0
14803761,True,2024-01,Winter-24,0.0
14803761,True,2024-02,Winter-24,0.0
14803761,True,2024-03,Spring-24,0.0
14807366,True,2023-03,Spring-23,0.0
14807366,True,2023-04,Spring-23,0.8
14807366,True,2023-05,Spring-23,0.71
14807366,True,2023-06,Summer-23,0.6
14807366,True,2023-07,Summer-23,0.806
14807366,True,2023-08,Summer-23,1.0
14807366,True,2023-09,Fall-23,0.6
14807366,True,2023-10,Fall-23,0.0
14807366,True,2023-11,Fall-23,0.0
14807366,True,2023-12,Winter-23,0.0
14807366,True,2024-01,Winter-24,0.0
14807366,True,2024-02,Winter-24,0.0
14807366,True,2024-03,Spring-24,0.0
14809195,True,2023-03,Spring-23,0.0
14809195,True,2023-04,Spring-23,0.033
14809195,True,2023-05,Spring-23,0.516
14809195,True,2023-06,Summer-23,1.0
14809195,True,2023-07,Summer-23,1.0
14809195,True,2023-08,Summer-23,1.0
14809195,True,2023-09,Fall-23,1.0
14809195,True,2023-10,Fall-23,1.0
14809195,True,2023-11,Fall-23,1.0
14809195,True,2023-12,Winter-23,0.548
14809195,True,2024-01,Winter-24,0.0
14809195,True,2024-02,Winter-24,0.0
14809195,True,2024-03,Spring-24,0.0
14825563,True,2023-03,Spring-23,0.556
14825563,True,2023-04,Spring-23,0.633
14825563,True,2023-05,Spring-23,1.0
14825563,True,2023-06,Summer-23,0.467
14825563,True,2023-07,Summer-23,1.0
14825563,True,2023-08,Summer-23,1.0
14825563,True,2023-09,Fall-23,1.0
14825563,True,2023-10,Fall-23,1.0
14825563,True,2023-11,Fall-23,1.0
14825563,True,2023-12,Winter-23,0.548
14825563,True,2024-01,Winter-24,0.0
14825563,True,2024-02,Winter-24,0.0
14825563,True,2024-03,Spring-24,0.0
14825708,True,2023-03,Spring-23,0.0
14825708,True,2023-04,Spring-23,0.7
14825708,True,2023-05,Spring-23,0.548
14825708,True,2023-06,Summer-23,0.733
14825708,True,2023-07,Summer-23,0.903
14825708,True,2023-08,Summer-23,1.0
14825708,True,2023-09,Fall-23,0.6
14825708,True,2023-10,Fall-23,0.0
14825708,True,2023-11,Fall-23,0.0
14825708,True,2023-12,Winter-23,0.0
14825708,True,2024-01,Winter-24,0.0
14825708,True,2024-02,Winter-24,0.0
14825708,True,2024-03,Spring-24,0.0
14842356,True,2023-03,Spring-23,0.0
14842356,True,2023-04,Spring-23,0.533
14842356,True,2023-05,Spring-23,0.581
14842356,True,2023-06,Summer-23,1.0
14842356,True,2023-07,Summer-23,0.935
14842356,True,2023-08,Summer-23,0.806
14842356,True,2023-09,Fall-23,0.0
14842356,True,2023-10,Fall-23,0.0
14842356,True,2023-11,Fall-23,0.0
14842356,True,2023-12,Winter-23,0.0
14842356,True,2024-01,Winter-24,0.0
14842356,True,2024-02,Winter-24,0.0
14842356,True,2024-03,Spring-24,0.0
14852770,True,2023-03,Spring-23,0.222
14852770,True,2023-04,Spring-23,1.0
14852770,True,2023-05,Spring-23,1.0
14852770,True,2023-06,Summer-23,0.667
14852770,True,2023-07,Summer-23,0.0
14852770,True,2023-08,Summer-23,0.0
14852770,True,2023-09,Fall-23,0.0
14852770,True,2023-10,Fall-23,0.0
14852770,True,2023-11,Fall-23,0.0
14852770,True,2023-12,Winter-23,0.0
14852770,True,2024-01,Winter-24,0.0
14852770,True,2024-02,Winter-24,0.0
14852770,True,2024-03,Spring-24,0.0
14859637,False,2023-03,Spring-23,0.0
14859637,False,2023-04,Spring-23,0.267
14859637,False,2023-05,Spring-23,1.0
14859637,False,2023-06,Summer-23,0.833
14859637,False,2023-07,Summer-23,1.0
14859637,False,2023-08,Summer-23,1.0
14859637,False,2023-09,Fall-23,0.6
14859637,False,2023-10,Fall-23,0.0
14859637,False,2023-11,Fall-23,0.0
14859637,False,2023-12,Winter-23,0.0
14859637,False,2024-01,Winter-24,0.0
14859637,False,2024-02,Winter-24,0.0
14859637,False,2024-03,Spring-24,0.0
14885930,True,2023-03,Spring-23,0.0
14885930,True,2023-04,Spring-23,0.0
14885930,True,2023-05,Spring-23,0.0
14885930,True,2023-06,Summer-23,0.167
14885930,True,2023-07,Summer-23,0.0
14885930,True,2023-08,Summer-23,0.0
14885930,True,2023-09,Fall-23,1.0
14885930,True,2023-10,Fall-23,1.0
14885930,True,2023-11,Fall-23,1.0
14885930,True,2023-12,Winter-23,1.0
14885930,True,2024-01,Winter-24,1.0
14885930,True,2024-02,Winter-24,1.0
14885930,True,2024-03,Spring-24,1.0
14898309,False,2023-03,Spring-23,0.0
14898309,False,2023-04,Spring-23,0.0
14898309,False,2023-05,Spring-23,0.0
14898309,False,2023-06,Summer-23,0.0
14898309,False,2023-07,Summer-23,0.0
14898309,False,2023-08,Summer-23,0.0
14898309,False,2023-09,Fall-23,0.7
14898309,False,2023-10,Fall-23,1.0
14898309,False,2023-11,Fall-23,1.0
14898309,False,2023-12,Winter-23,1.0
14898309,False,2024-01,Winter-24,1.0
14898309,False,2024-02,Winter-24,1.0
14898309,False,2024-03,Spring-24,1.0
14916909,True,2023-03,Spring-23,0.0
14916909,True,2023-04,Spring-23,0.0
14916909,True,2023-05,Spring-23,0.0
14916909,True,2023-06,Summer-23,0.0
14916909,True,2023-07,Summer-23,0.516
14916909,True,2023-08,Summer-23,1.0
14916909,True,2023-09,Fall-23,0.6
14916909,True,2023-10,Fall-23,0.0
14916909,True,2023-11,Fall-23,0.0
14916909,True,2023-12,Winter-23,0.0
14916909,True,2024-01,Winter-24,0.0
14916909,True,2024-02,Winter-24,0.0
14916909,True,2024-03,Spring-24,0.0
14935475,True,2023-03,Spring-23,0.0
14935475,True,2023-04,Spring-23,0.0
14935475,True,2023-05,Spring-23,0.0
14935475,True,2023-06,Summer-23,0.0
14935475,True,2023-07,Summer-23,1.0
14935475,True,2023-08,Summer-23,1.0
14935475,True,2023-09,Fall-23,0.6
14935475,True,2023-10,Fall-23,0.0
14935475,True,2023-11,Fall-23,0.0
14935475,True,2023-12,Winter-23,0.0
14935475,True,2024-01,Winter-24,0.0
14935475,True,2024-02,Winter-24,0.0
14935475,True,2024-03,Spring-24,0.0
14936037,True,2023-03,Spring-23,0.0
14936037,True,2023-04,Spring-23,0.0
14936037,True,2023-05,Spring-23,0.871
14936037,True,2023-06,Summer-23,0.633
14936037,True,2023-07,Summer-23,0.645
14936037,True,2023-08,Summer-23,0.419
14936037,True,2023-09,Fall-23,1.0
14936037,True,2023-10,Fall-23,1.0
14936037,True,2023-11,Fall-23,1.0
14936037,True,2023-12,Winter-23,0.548
14936037,True,2024-01,Winter-24,0.0
14936037,True,2024-02,Winter-24,0.0
14936037,True,2024-03,Spring-24,0.0
14949147,False,2023-03,Spring-23,0.778
14949147,False,2023-04,Spring-23,0.933
14949147,False,2023-05,Spring-23,0.839
14949147,False,2023-06,Summer-23,0.9
14949147,False,2023-07,Summer-23,1.0
14949147,False,2023-08,Summer-23,0.935
14949147,False,2023-09,Fall-23,0.933
14949147,False,2023-10,Fall-23,0.839
14949147,False,2023-11,Fall-23,1.0
14949147,False,2023-12,Winter-23,1.0
14949147,False,2024-01,Winter-24,1.0
14949147,False,2024-02,Winter-24,0.862
14949147,False,2024-03,Spring-24,0.0
14963860,True,2023-03,Spring-23,0.0
14963860,True,2023-04,Spring-23,0.0
14963860,True,2023-05,Spring-23,0.839
14963860,True,2023-06,Summer-23,0.2
14963860,True,2023-07,Summer-23,0.484
14963860,True,2023-08,Summer-23,0.581
14963860,True,2023-09,Fall-23,1.0
14963860,True,2023-10,Fall-23,1.0
14963860,True,2023-11,Fall-23,1.0
14963860,True,2023-12,Winter-23,1.0
14963860,True,2024-01,Winter-24,1.0
14963860,True,2024-02,Winter-24,1.0
14963860,True,2024-03,Spring-24,1.0
14963910,True,2023-03,Spring-23,0.222
14963910,True,2023-04,Spring-23,0.333
14963910,True,2023-05,Spring-23,0.548
14963910,True,2023-06,Summer-23,1.0
14963910,True,2023-07,Summer-23,0.484
14963910,True,2023-08,Summer-23,0.323
14963910,True,2023-09,Fall-23,0.4
14963910,True,2023-10,Fall-23,1.0
14963910,True,2023-11,Fall-23,1.0
14963910,True,2023-12,Winter-23,1.0
14963910,True,2024-01,Winter-24,1.0
14963910,True,2024-02,Winter-24,1.0
14963910,True,2024-03,Spring-24,1.0
14966304,True,2023-03,Spring-23,0.0
14966304,True,2023-04,Spring-23,0.0
14966304,True,2023-05,Spring-23,0.0
14966304,True,2023-06,Summer-23,0.0
14966304,True,2023-07,Summer-23,0.0
14966304,True,2023-08,Summer-23,0.0
14966304,True,2023-09,Fall-23,0.0
14966304,True,2023-10,Fall-23,0.0
14966304,True,2023-11,Fall-23,0.0
14966304,True,2023-12,Winter-23,0.0
14966304,True,2024-01,Winter-24,0.0
14966304,True,2024-02,Winter-24,0.0
14966304,True,2024-03,Spring-24,0.0
14977805,False,2023-03,Spring-23,0.778
14977805,False,2023-04,Spring-23,0.933
14977805,False,2023-05,Spring-23,0.935
14977805,False,2023-06,Summer-23,1.0
14977805,False,2023-07,Summer-23,1.0
14977805,False,2023-08,Summer-23,1.0
14977805,False,2023-09,Fall-23,1.0
14977805,False,2023-10,Fall-23,1.0
14977805,False,2023-11,Fall-23,1.0
14977805,False,2023-12,Winter-23,1.0
14977805,False,2024-01,Winter-24,1.0
14977805,False,2024-02,Winter-24,1.0
14977805,False,2024-03,Spring-24,0.952
14978842,False,2023-03,Spring-23,1.0
14978842,False,2023-04,Spring-23,1.0
14978842,False,2023-05,Spring-23,0.935
14978842,False,2023-06,Summer-23,1.0
14978842,False,2023-07,Summer-23,1.0
14978842,False,2023-08,Summer-23,1.0
14978842,False,2023-09,Fall-23,1.0
14978842,False,2023-10,Fall-23,1.0
14978842,False,2023-11,Fall-23,1.0
14978842,False,2023-12,Winter-23,1.0
14978842,False,2024-01,Winter-24,1.0
14978842,False,2024-02,Winter-24,1.0
14978842,False,2024-03,Spring-24,1.0
15010488,True,2023-03,Spring-23,0.0
15010488,True,2023-04,Spring-23,0.467
15010488,True,2023-05,Spring-23,0.71
15010488,True,2023-06,Summer-23,0.633
15010488,True,2023-07,Summer-23,0.097
15010488,True,2023-08,Summer-23,0.0
15010488,True,2023-09,Fall-23,0.0
15010488,True,2023-10,Fall-23,0.0
15010488,True,2023-11,Fall-23,0.0
15010488,True,2023-12,Winter-23,0.0
15010488,True,2024-01,Winter-24,1.0
15010488,True,2024-02,Winter-24,1.0
15010488,True,2024-03,Spring-24,1.0
15025001,True,2023-03,Spring-23,0.556
15025001,True,2023-04,Spring-23,0.467
15025001,True,2023-05,Spring-23,0.516
15025001,True,2023-06,Summer-23,0.4
15025001,True,2023-07,Summer-23,0.0
15025001,True,2023-08,Summer-23,0.0
15025001,True,2023-09,Fall-23,0.0
15025001,True,2023-10,Fall-23,0.0
15025001,True,2023-11,Fall-23,0.0
15025001,True,2023-12,Winter-23,0.0
15025001,True,2024-01,Winter-24,0.0
15025001,True,2024-02,Winter-24,0.0
15025001,True,2024-03,Spring-24,0.0
15040785,True,2023-03,Spring-23,0.0
15040785,True,2023-04,Spring-23,0.3
15040785,True,2023-05,Spring-23,0.194
15040785,True,2023-06,Summer-23,0.3
15040785,True,2023-07,Summer-23,0.387
15040785,True,2023-08,Summer-23,0.871
15040785,True,2023-09,Fall-23,0.767
15040785,True,2023-10,Fall-23,0.839
15040785,True,2023-11,Fall-23,1.0
15040785,True,2023-12,Winter-23,1.0
15040785,True,2024-01,Winter-24,1.0
15040785,True,2024-02,Winter-24,1.0
15040785,True,2024-03,Spring-24,1.0
15042822,True,2023-03,Spring-23,0.0
15042822,True,2023-04,Spring-23,0.0
15042822,True,2023-05,Spring-23,0.0
15042822,True,2023-06,Summer-23,0.0
15042822,True,2023-07,Summer-23,0.0
15042822,True,2023-08,Summer-23,0.0
15042822,True,2023-09,Fall-23,0.0
15042822,True,2023-10,Fall-23,0.0
15042822,True,2023-11,Fall-23,0.0
15042822,True,2023-12,Winter-23,0.0
15042822,True,2024-01,Winter-24,0.0
15042822,True,2024-02,Winter-24,0.0
15042822,True,2024-03,Spring-24,0.0
15060409,False,2023-03,Spring-23,1.0
15060409,False,2023-04,Spring-23,1.0
15060409,False,2023-05,Spring-23,1.0
15060409,False,2023-06,Summer-23,1.0
15060409,False,2023-07,Summer-23,1.0
15060409,False,2023-08,Summer-23,1.0
15060409,False,2023-09,Fall-23,1.0
15060409,False,2023-10,Fall-23,1.0
15060409,False,2023-11,Fall-23,1.0
15060409,False,2023-12,Winter-23,1.0
15060409,False,2024-01,Winter-24,1.0
15060409,False,2024-02,Winter-24,1.0
15060409,False,2024-03,Spring-24,1.0
15068818,True,2023-03,Spring-23,0.0
15068818,True,2023-04,Spring-23,0.0
15068818,True,2023-05,Spring-23,0.0
15068818,True,2023-06,Summer-23,0.0
15068818,True,2023-07,Summer-23,0.0
15068818,True,2023-08,Summer-23,0.0
15068818,True,2023-09,Fall-23,0.0
15068818,True,2023-10,Fall-23,0.0
15068818,True,2023-11,Fall-23,0.0
15068818,True,2023-12,Winter-23,0.0
15068818,True,2024-01,Winter-24,0.0
15068818,True,2024-02,Winter-24,0.0
15068818,True,2024-03,Spring-24,0.0
17762473,True,2023-03,Spring-23,0.0
17762473,True,2023-04,Spring-23,0.467
17762473,True,2023-05,Spring-23,0.613
17762473,True,2023-06,Summer-23,0.6
17762473,True,2023-07,Summer-23,0.29
17762473,True,2023-08,Summer-23,0.645
17762473,True,2023-09,Fall-23,0.8
17762473,True,2023-10,Fall-23,1.0
17762473,True,2023-11,Fall-23,1.0
17762473,True,2023-12,Winter-23,1.0
17762473,True,2024-01,Winter-24,1.0
17762473,True,2024-02,Winter-24,1.0
17762473,True,2024-03,Spring-24,1.0
17790370,False,2023-03,Spring-23,0.444
17790370,False,2023-04,Spring-23,1.0
17790370,False,2023-05,Spring-23,1.0
17790370,False,2023-06,Summer-23,1.0
17790370,False,2023-07,Summer-23,1.0
17790370,False,2023-08,Summer-23,1.0
17790370,False,2023-09,Fall-23,0.6
17790370,False,2023-10,Fall-23,0.0
17790370,False,2023-11,Fall-23,0.0
17790370,False,2023-12,Winter-23,0.0
17790370,False,2024-01,Winter-24,0.0
17790370,False,2024-02,Winter-24,0.0
17790370,False,2024-03,Spring-24,0.0
17796157,True,2023-03,Spring-23,0.0
17796157,True,2023-04,Spring-23,0.467
17796157,True,2023-05,Spring-23,1.0
17796157,True,2023-06,Summer-23,0.667
17796157,True,2023-07,Summer-23,0.0
17796157,True,2023-08,Summer-23,0.0
17796157,True,2023-09,Fall-23,0.0
17796157,True,2023-10,Fall-23,0.0
17796157,True,2023-11,Fall-23,0.0
17796157,True,2023-12,Winter-23,0.0
17796157,True,2024-01,Winter-24,0.0
17796157,True,2024-02,Winter-24,0.0
17796157,True,2024-03,Spring-24,0.0
17809720,True,2023-03,Spring-23,0.667
17809720,True,2023-04,Spring-23,0.967
17809720,True,2023-05,Spring-23,0.774
17809720,True,2023-06,Summer-23,1.0
17809720,True,2023-07,Summer-23,1.0
17809720,True,2023-08,Summer-23,1.0
17809720,True,2023-09,Fall-23,1.0
17809720,True,2023-10,Fall-23,1.0
17809720,True,2023-11,Fall-23,1.0
17809720,True,2023-12,Winter-23,1.0
17809720,True,2024-01,Winter-24,1.0
17809720,True,2024-02,Winter-24,1.0
17809720,True,2024-03,Spring-24,1.0
17847830,True,2023-03,Spring-23,0.556
17847830,True,2023-04,Spring-23,0.933
17847830,True,2023-05,Spring-23,1.0
17847830,True,2023-06,Summer-23,0.667
17847830,True,2023-07,Summer-23,0.0
17847830,True,2023-08,Summer-23,0.0
17847830,True,2023-09,Fall-23,0.0
17847830,True,2023-10,Fall-23,0.0
17847830,True,2023-11,Fall-23,0.0
17847830,True,2023-12,Winter-23,0.0
17847830,True,2024-01,Winter-24,0.0
17847830,True,2024-02,Winter-24,0.0
17847830,True,2024-03,Spring-24,0.0
17860056,True,2023-03,Spring-23,0.0
17860056,True,2023-04,Spring-23,0.367
17860056,True,2023-05,Spring-23,0.581
17860056,True,2023-06,Summer-23,0.367
17860056,True,2023-07,Summer-23,0.0
17860056,True,2023-08,Summer-23,0.0
17860056,True,2023-09,Fall-23,0.0
17860056,True,2023-10,Fall-23,0.0
17860056,True,2023-11,Fall-23,0.0
17860056,True,2023-12,Winter-23,0.0
17860056,True,2024-01,Winter-24,0.0
17860056,True,2024-02,Winter-24,0.0
17860056,True,2024-03,Spring-24,0.0
17866124,False,2023-03,Spring-23,0.0
17866124,False,2023-04,Spring-23,0.7
17866124,False,2023-05,Spring-23,0.452
17866124,False,2023-06,Summer-23,0.8
17866124,False,2023-07,Summer-23,0.935
17866124,False,2023-08,Summer-23,0.903
17866124,False,2023-09,Fall-23,0.767
17866124,False,2023-10,Fall-23,1.0
17866124,False,2023-11,Fall-23,1.0
17866124,False,2023-12,Winter-23,1.0
17866124,False,2024-01,Winter-24,1.0
17866124,False,2024-02,Winter-24,1.0
17866124,False,2024-03,Spring-24,1.0
17892496,True,2023-03,Spring-23,1.0
17892496,True,2023-04,Spring-23,0.9
17892496,True,2023-05,Spring-23,0.935
17892496,True,2023-06,Summer-23,1.0
17892496,True,2023-07,Summer-23,1.0
17892496,True,2023-08,Summer-23,1.0
17892496,True,2023-09,Fall-23,0.6
17892496,True,2023-10,Fall-23,0.0
17892496,True,2023-11,Fall-23,0.0
17892496,True,2023-12,Winter-23,0.0
17892496,True,2024-01,Winter-24,0.0
17892496,True,2024-02,Winter-24,0.0
17892496,True,2024-03,Spring-24,0.0
17892637,True,2023-03,Spring-23,0.0
17892637,True,2023-04,Spring-23,0.9
17892637,True,2023-05,Spring-23,1.0
17892637,True,2023-06,Summer-23,0.667
17892637,True,2023-07,Summer-23,0.0
17892637,True,2023-08,Summer-23,0.0
17892637,True,2023-09,Fall-23,0.0
17892637,True,2023-10,Fall-23,0.0
17892637,True,2023-11,Fall-23,0.0
17892637,True,2023-12,Winter-23,0.0
17892637,True,2024-01,Winter-24,0.0
17892637,True,2024-02,Winter-24,0.0
17892637,True,2024-03,Spring-24,0.0
17904315,True,2023-03,Spring-23,0.0
17904315,True,2023-04,Spring-23,0.0
17904315,True,2023-05,Spring-23,0.0
17904315,True,2023-06,Summer-23,0.0
17904315,True,2023-07,Summer-23,0.0
17904315,True,2023-08,Summer-23,0.0
17904315,True,2023-09,Fall-23,0.0
17904315,True,2023-10,Fall-23,0.0
17904315,True,2023-11,Fall-23,0.0
17904315,True,2023-12,Winter-23,0.0
17904315,True,2024-01,Winter-24,0.0
17904315,True,2024-02,Winter-24,0.0
